Season,League,Trans,YrAdj,FirstName,LastName,Pos,Team,GP,G,A,PTS,GC,WCe ,PIM,PlusMinus,Shots,PPG,PPA,SHG,SHA,ENG,SOShot,SOG,AGP,AG,AA,APTS,AGC,TmGP,TmG,TmA,ExpPts,ExpGC,PAX,GCAX
2007,NCAA-III,0.3,1.13,Amanda,Finstad,D,Hamline,27,4,12,16,6.6,4.8,26,,,1,,0,,0,,,27,5,14,18,7.5,484,80,104,6.6,3,9.4,3.6
2010,NCAA-III,0.3,1.24,Kelsey,Firkus,F,Wisconsin Superior,28,3,6,9,3.5,2.7,4,,,1,,0,,0,,,27,4,7,11,4.3,480,72,110,12.9,5.1,-3.9,-1.7
2011,NCAA-III,0.3,1.21,Kelsey,Firkus,F,Wisconsin Superior,27,6,15,21,7.9,6.3,12,,,4,,0,,0,,,27,7,18,25,9.5,396,88,136,17.8,7.2,3.2,0.7
2012,NCAA-III,0.3,1.23,Kelsey,Firkus,F,Wisconsin Superior,26,8,3,11,5,3.3,17,,,0,,1,,0,,,27,10,4,14,6.2,485,104,152,16.7,6.5,-5.7,-1.5
2013,NCAA-III,0.3,1.25,Kelsey,Firkus,F,Wisconsin Superior,27,2,11,13,4.4,3.9,6,,,1,,0,,0,,,27,3,14,16,5.5,439,77,126,14.9,5.9,-1.9,-1.5
2015,NCAA-III,0.3,1.26,Allie,Fischer,F,Bethel,25,2,0,2,1,0.6,4,,,0,,0,,0,,,27,3,0,3,1.3,472,61,80,9.3,4,-7.3,-3
2011,NCAA-III,0.3,1.21,Aubrey,Fischer,F,New England college,26,5,4,9,3.9,2.7,12,,,2,,0,,1,,,27,6,5,11,4.7,454,54,80,9.1,3.6,-0.1,0.3
2012,NCAA-III,0.3,1.23,Aubrey,Fischer,F,New England college,24,5,8,13,5.3,3.9,6,,,1,,0,,0,,,27,6,10,16,6.5,446,54,77,8.1,3.3,4.9,2
2013,NCAA-III,0.3,1.25,Aubrey,Fischer,F,New England college,25,2,3,5,2.2,1.5,12,,,1,,0,,0,,,27,3,4,6,2.7,410,35,44,5.8,2.6,-0.8,-0.4
2014,NCAA-III,0.3,1.24,Aubrey,Fischer,F,New England college,22,3,1,4,1.9,1.2,8,,,2,,0,,0,,,27,4,1,5,2.4,398,29,36,4.3,1.8,-0.3,0.1
2006,NCAA-III,0.3,1.04,Colleen,Fischer,F,Oswego,19,0,1,1,0.4,0.3,,,,0,,0,,0,,,27,0,1,1,0.4,355,66,80,9.8,4.5,-8.8,-4.1
2010,NCAA-III,0.3,1.24,Courtney,Fischer,D,St Norbert,15,0,0,0,0,0,4,,,0,,0,,0,,,27,0,0,0,0,483,79,99,3.8,1.7,-3.8,-1.7
2004,NCAA-III,0.3,1.03,Jessica,Fischer,F,Wesleyan,23,10,11,21,9.3,6.3,,,,5,,0,,0,,,27,10,11,22,9.6,382,41,52,5.5,2.4,15.5,7
2005,NCAA-III,0.3,1.01,Jessica,Fischer,F,Wesleyan,15,4,4,8,3.5,2.4,,,,2,,0,,0,,,27,4,4,8,3.5,398,27,37,2.6,1.1,5.4,2.4
2006,NCAA-III,0.3,1.04,Jessica,Fischer,F,Wesleyan,23,8,6,14,6.4,4.2,,,,4,,0,,0,,,27,8,6,15,6.7,399,44,55,6.2,2.6,7.8,3.8
2007,NCAA-III,0.3,1.13,Jessica,Fischer,F,Wesleyan,18,2,1,3,1.4,0.9,18,,,1,,0,,0,,,27,2,1,3,1.6,395,35,42,4.2,1.9,-1.2,-0.5
2010,NCAA-III,0.3,1.24,Katie,Fischer,F,Umass Boston,3,1,0,1,0.5,0.3,4,,,0,,0,,0,,,27,1,0,1,0.6,341,60,82,1.5,0.6,-0.5,-0.1
2015,NCAA-III,0.3,1.26,Laine,Fischer,D,Gustavus Adolphus,25,5,4,9,4.4,2.7,8,,,0,,1,,1,,,27,6,5,11,5.5,433,70,75,5.6,2.7,3.4,1.7
2016,NCAA-III,0.3,1.22,Laine,Fischer,D,Gustavus Adolphus,27,1,5,6,2.5,1.8,2,,,0,,0,,0,,,27,1,6,7,3,486,68,87,5.8,2.6,0.2,-0.2
2010,NCAA-III,0.3,1.24,Michelle,Fischer,D,St Scholastica,25,1,4,5,2.2,1.5,8,,,0,,0,,0,,,27,1,5,6,2.7,444,48,58,4,1.9,1,0.3
2011,NCAA-III,0.3,1.21,Michelle,Fischer,F,St Scholastica,27,7,17,24,9.4,7.2,4,,,1,,0,,0,,,27,8,21,29,11.3,447,82,119,13.7,5.8,10.3,3.6
2012,NCAA-III,0.3,1.23,Michelle,Fischer,F,St Scholastica,28,8,30,38,13.7,11.4,2,,,1,,0,,0,,,27,10,37,47,16.9,491,97,150,15.2,6.5,22.8,7.2
2013,NCAA-III,0.3,1.25,Michelle,Fischer,F,St Scholastica,26,4,23,27,9.2,8.1,4,,,0,,0,,0,,,27,5,29,34,11.5,462,93,148,15.3,6.4,11.7,2.9
2010,NCAA-III,0.3,1.24,Natalie,Fischer,F,Colby,25,0,1,1,0.4,0.3,24,,,0,,0,,0,,,27,0,1,1,0.5,440,42,51,6.7,3,-5.7,-2.6
2011,NCAA-III,0.3,1.21,Natalie,Fischer,F,Colby,25,1,2,3,1.3,0.9,32,,,0,,0,,0,,,27,1,2,4,1.6,433,33,42,5.3,2.4,-2.3,-1.1
2012,NCAA-III,0.3,1.23,Natalie,Fischer,F,Colby,25,3,5,8,3.5,2.4,20,,,1,,0,,0,,,27,4,6,10,4.3,449,47,59,6.9,3.1,1.1,0.4
2013,NCAA-III,0.3,1.25,Natalie,Fischer,D,Colby,26,1,5,6,2.2,1.8,30,,,1,,0,,0,,,27,1,6,8,2.7,467,52,78,4.9,2,1.1,0.2
2013,NCAA-III,0.3,1.25,Sydney,Fischer,F,Elmira,28,5,2,7,3.1,2.1,18,,,0,,0,,0,,,27,6,3,9,3.9,494,107,170,19.5,7.4,-12.5,-4.2
2014,NCAA-III,0.3,1.24,Sydney,Fischer,F,Elmira,25,2,6,8,3,2.4,20,,,0,,0,,0,,,27,2,7,10,3.7,540,141,214,20.2,8.1,-12.2,-5.1
2015,NCAA-III,0.3,1.26,Sydney,Fischer,F,Elmira,21,1,2,3,1.2,0.9,12,,,0,,0,,0,,,27,1,3,4,1.5,468,99,151,13.9,5.5,-10.9,-4.4
2016,NCAA-III,0.3,1.22,Sydney,Fischer,F,Elmira,22,2,2,4,1.6,1.2,12,,,0,,0,,0,,,27,2,2,5,2,496,102,161,14.4,5.6,-10.4,-3.9
2012,NCAA-III,0.3,1.23,Madison,Fischl,D,Cortland,22,1,3,4,1.6,1.2,12,,,0,,0,,0,,,27,1,4,5,1.9,414,43,60,3.7,1.6,0.3,0
2013,NCAA-III,0.3,1.25,Madison,Fischl,D,Cortland,25,0,0,0,0,0,40,,,0,,0,,0,,,27,0,0,0,0,448,27,37,2.5,1.1,-2.5,-1.1
2014,NCAA-III,0.3,1.24,Madison,Fischl,D,Cortland,26,1,1,2,1,0.6,14,,,0,,0,,0,,,27,1,1,2,1.2,468,47,52,3.8,1.8,-1.8,-0.9
2015,NCAA-III,0.3,1.26,Madison,Fischl,D,Cortland,25,1,7,8,3.3,2.4,40,,,0,,0,,0,,,27,1,9,10,4.2,449,53,66,4.4,2,3.6,1.3
2007,NCAA-III,0.3,1.13,Leah,Fischmann,F,St Catherine,2,0,0,0,0,0,2,,,0,,0,,0,,,27,0,0,0,0,437,58,71,0.7,0.3,-0.7,-0.3
2005,NCAA-III,0.3,1.01,Catherine,Fisher,D,Finlandia,23,0,1,1,0.4,0.3,,,,0,,0,,0,,,27,0,1,1,0.4,353,59,80,6.4,2.7,-5.4,-2.4
2006,NCAA-III,0.3,1.04,Catherine,Fisher,D,Finlandia,16,0,0,0,0,0,,,,0,,0,,0,,,27,0,0,0,0,426,65,94,4.1,1.7,-4.1,-1.7
2016,NCAA-III,0.3,1.22,Grace,Fisher,D,Umass Boston,19,2,3,5,2.2,1.5,16,,,0,,0,,0,,,27,2,4,6,2.7,480,74,95,4.5,2,0.5,0.2
2008,NCAA-III,0.3,1.16,Josie,Fisher,F,Amherst,22,4,6,10,3.9,3,2,,,1,,0,,0,,,27,5,7,12,4.5,521,109,170,14.2,5.6,-4.2,-1.6
2009,NCAA-III,0.3,1.16,Josie,Fisher,F,Amherst,28,9,11,20,7.7,6,4,,,3,,0,,0,,,27,10,13,23,8.9,519,117,203,20.5,7.4,-0.5,0.3
2010,NCAA-III,0.3,1.24,Josie,Fisher,F,Amherst,27,8,4,12,5.2,3.6,2,,,2,,0,,0,,,27,10,5,15,6.4,486,95,164,17.4,6.1,-5.4,-1
2011,NCAA-III,0.3,1.21,Josie,Fisher,F,Amherst,28,8,15,23,8.7,6.9,4,,,0,,0,,0,,,27,10,18,28,10.5,501,82,132,13.6,5.3,9.4,3.4
2010,NCAA-III,0.3,1.24,Justine,Fisher,F,Plattsburgh,23,4,6,10,4,3,10,,,0,,0,,0,,,27,5,7,12,4.9,486,103,155,14.8,5.9,-4.8,-1.9
2011,NCAA-III,0.3,1.21,Justine,Fisher,F,Plattsburgh,30,9,8,17,7.2,5.1,4,,,3,,0,,0,,,27,11,10,21,8.7,511,124,184,21.8,8.6,-4.8,-1.4
2008,NCAA-III,0.3,1.16,Marlee,Fisher,D,Wayne State,30,0,4,4,1.3,1.2,12,,,0,,0,,0,,,27,0,5,5,1.4,576,115,184,10.8,4.2,-6.8,-3
2005,NCAA-III,0.3,1.01,Samantha,Fisher,D,Finlandia,20,0,3,3,1.1,0.9,,,,0,,0,,0,,,27,0,3,3,1.1,353,59,80,5.4,2.4,-2.4,-1.3
2006,NCAA-III,0.3,1.04,Samantha,Fisher,D,Finlandia,21,0,0,0,0,0,,,,0,,0,,0,,,27,0,0,0,0,426,65,94,5.5,2.2,-5.5,-2.2
2007,NCAA-III,0.3,1.13,Samantha,Fisher,D,Finlandia,20,0,1,1,0.3,0.3,16,,,0,,0,,0,,,27,0,1,1,0.4,335,49,73,5.1,2.1,-4.1,-1.7
2016,NCAA-III,0.3,1.22,Sarah,Fisher,F,Hamilton,23,2,1,3,1.4,0.9,8,,,0,,0,,0,,,27,2,1,4,1.7,434,48,68,7.6,3.1,-4.6,-1.7
2006,NCAA-III,0.3,1.04,Lauren,Fishman,F,Chatham,19,9,2,11,5.3,3.3,,,,1,,0,,0,,,27,9,2,11,5.5,189,19,24,4.3,1.3,6.7,4
2007,NCAA-III,0.3,1.13,Lauren,Fishman,F,Chatham,23,3,1,4,1.9,1.2,4,,,1,,0,,0,,,27,3,1,5,2.2,320,23,26,4.2,1.9,-0.2,0.1
2008,NCAA-III,0.3,1.16,Lauren,Fishman,F,Chatham,22,0,2,2,0.7,0.6,6,,,0,,0,,0,,,27,0,2,2,0.8,374,36,50,6.3,2.7,-4.3,-2
2009,NCAA-III,0.3,1.16,Lauren,Fishman,F,Chatham,2,0,0,0,0,0,0,,,0,,0,,0,,,27,0,0,0,0,307,44,57,0.8,0.3,-0.8,-0.3
2009,NCAA-III,0.3,1.16,Brittany,Fitzgerald,D,Connecticut College,8,0,0,0,0,0,4,,,0,,0,,0,,,27,0,0,0,0,449,57,72,1.6,0.7,-1.6,-0.7
2010,NCAA-III,0.3,1.24,Brittany,Fitzgerald,D,Connecticut College,3,0,1,1,0.4,0.3,0,,,0,,0,,0,,,27,0,1,1,0.5,446,67,81,0.7,0.3,0.3,0.1
2004,NCAA-III,0.3,1.03,Erin,Fitzgerald,F,Trinity,23,6,10,16,7,4.8,,,,2,,0,,1,,,27,6,10,16,7.2,388,51,63,7.4,3.4,8.6,3.6
2005,NCAA-III,0.3,1.01,Erin,Fitzgerald,F,Trinity,21,3,11,14,4.9,4.2,,,,1,,0,,0,,,27,3,11,14,4.9,371,52,84,8.8,3.5,5.2,1.4
2006,NCAA-III,0.3,1.04,Erin,Fitzgerald,F,Trinity,24,1,6,7,2.3,2.1,,,,1,,0,,0,,,27,1,6,7,2.4,416,60,99,11.2,4.3,-4.2,-2
2007,NCAA-III,0.3,1.13,Erin,Fitzgerald,F,Trinity,26,0,5,5,1.7,1.5,4,,,0,,0,,0,,,27,0,6,6,1.9,466,67,99,11.4,4.8,-6.4,-3.1
2016,NCAA-III,0.3,1.22,Hannah,Fitzgerald,F,New England college,1,0,0,0,0,0,0,,,0,,0,,0,,,27,0,0,0,0,448,43,52,0.3,0.1,-0.3,-0.1
2010,NCAA-III,0.3,1.24,Jenn,Fitzgerald,F,Cortland,18,2,2,4,1.7,1.2,8,,,0,,0,,0,,,27,2,2,5,2,432,34,52,4.3,1.7,-0.3,0
2011,NCAA-III,0.3,1.21,Jenn,Fitzgerald,F,Cortland,21,0,2,2,0.7,0.6,14,,,0,,0,,0,,,27,0,2,2,0.9,395,27,38,4.2,1.8,-2.2,-1.1
2011,NCAA-III,0.3,1.21,Lauren,Fitzgerald,F,Trinity,13,0,1,1,0.4,0.3,20,,,0,,0,,0,,,27,0,1,1,0.5,460,59,78,4.7,2.1,-3.7,-1.7
2012,NCAA-III,0.3,1.23,Lauren,Fitzgerald,F,Trinity,22,5,2,7,3.1,2.1,6,,,0,,0,,0,,,27,6,2,9,3.9,450,59,92,8.9,3.3,-1.9,-0.2
2013,NCAA-III,0.3,1.25,Lauren,Fitzgerald,F,Trinity,24,5,8,13,5.1,3.9,14,,,2,,0,,0,,,27,6,10,16,6.4,449,72,109,11.4,4.5,1.6,0.6
2014,NCAA-III,0.3,1.24,Lauren,Fitzgerald,F,Trinity,26,12,11,23,9.6,6.9,53,,,1,,0,,2,,,27,15,14,28,11.8,455,90,138,14.9,5.7,8.1,3.9
2012,NCAA-III,0.3,1.23,Megan,Fitzgerald,F,Hamilton,25,6,3,9,4.2,2.7,16,,,2,,0,,0,,,27,7,4,11,5.2,436,70,87,10.8,4.7,-1.8,-0.5
2013,NCAA-III,0.3,1.25,Megan,Fitzgerald,F,Hamilton,21,3,3,6,2.6,1.8,4,,,1,,0,,0,,,27,4,4,8,3.2,405,50,69,7.4,3.1,-1.4,-0.5
2014,NCAA-III,0.3,1.24,Megan,Fitzgerald,F,Hamilton,25,2,4,6,2.5,1.8,2,,,0,,0,,0,,,27,2,5,7,3.1,428,48,63,7.8,3.4,-1.8,-0.9
2015,NCAA-III,0.3,1.26,Megan,Fitzgerald,F,Hamilton,25,1,0,1,0.5,0.3,4,,,0,,0,,0,,,27,1,0,1,0.6,450,47,58,7.3,3.2,-6.3,-2.7
2015,NCAA-III,0.3,1.26,Lauren,Fitzgibbons,F,Salem State,24,0,2,2,0.8,0.6,0,,,0,,0,,0,,,27,0,3,3,1,432,36,45,5.6,2.5,-3.6,-1.7
2012,NCAA-III,0.3,1.23,Devyn,Fitzhenry,F,Adrian,27,10,16,26,10.8,7.8,19,,,2,,0,,0,,,27,12,20,32,13.3,458,104,144,16.7,7.1,9.3,3.7
2013,NCAA-III,0.3,1.25,Devyn,Fitzhenry,F,Adrian,26,10,12,22,8.6,6.6,8,,,4,,0,,0,,,27,13,15,28,10.8,486,123,205,20.8,7.7,1.2,0.9
2014,NCAA-III,0.3,1.24,Devyn,Fitzhenry,F,Adrian,23,8,13,21,7.8,6.3,10,,,2,,0,,0,,,27,10,16,26,9.7,466,102,173,15.8,5.9,5.2,2
2010,NCAA-III,0.3,1.24,Alexis,Fitzpatrick,F,New England college,23,0,6,6,2,1.8,28,,,0,,0,,0,,,27,0,7,7,2.4,356,57,87,11.4,4.7,-5.4,-2.8
2011,NCAA-III,0.3,1.21,Alexis,Fitzpatrick,F,New England college,25,1,10,11,3.9,3.3,20,,,0,,0,,0,,,27,1,12,13,4.7,454,54,80,8.6,3.7,2.4,0.2
2012,NCAA-III,0.3,1.23,Alexis,Fitzpatrick,F,New England college,26,0,2,2,0.7,0.6,18,,,0,,0,,0,,,27,0,2,2,0.9,446,54,77,9.6,4,-7.6,-3.3
2013,NCAA-III,0.3,1.25,Alexis,Fitzpatrick,F,New England college,24,4,4,8,3.6,2.4,30,,,3,,0,,0,,,27,5,5,10,4.5,410,35,44,5.3,2.3,2.7,1.3
2008,NCAA-III,0.3,1.16,Mollie,Fitzpatrick,D,Norwich,21,0,2,2,0.8,0.6,22,,,0,,0,,0,,,27,0,2,2,0.9,522,111,145,7.1,3.1,-5.1,-2.3
2009,NCAA-III,0.3,1.16,Mollie,Fitzpatrick,D,Norwich,19,2,3,5,2.1,1.5,14,,,0,,0,,0,,,27,2,3,6,2.4,558,117,160,6.4,2.7,-1.4,-0.6
2010,NCAA-III,0.3,1.24,Mollie,Fitzpatrick,D,Norwich,8,0,3,3,1,0.9,4,,,0,,0,,0,,,27,0,4,4,1.2,538,149,235,3.8,1.5,-0.8,-0.5
2011,NCAA-III,0.3,1.21,Mollie,Fitzpatrick,F,Norwich,22,4,5,9,3.6,2.7,10,,,0,,0,,0,,,27,5,6,11,4.4,556,183,288,22.8,8.8,-13.8,-5.3
2005,NCAA-III,0.3,1.01,Carly,Fitzsimmons,F,Neumann,24,11,12,23,10.6,6.9,,,,3,,2,,0,,,27,11,12,23,10.7,419,82,96,11.3,5.2,11.7,5.4
2006,NCAA-III,0.3,1.04,Carly,Fitzsimmons,F,Neumann,22,13,9,22,9.7,6.6,,,,7,,0,,0,,,27,14,9,23,10.1,369,63,88,9.8,3.8,12.2,5.9
2007,NCAA-III,0.3,1.13,Carly,Fitzsimmons,F,Neumann,26,0,8,8,2.9,2.4,4,,,0,,0,,0,,,27,0,9,9,3.2,467,63,88,10.1,4.5,-2.1,-1.6
2008,NCAA-III,0.3,1.16,Carly,Fitzsimmons,F,Neumann,26,7,13,20,8,6,2,,,1,,0,,0,,,27,8,15,23,9.3,484,100,143,15.2,6.3,4.8,1.7
2006,NCAA-III,0.3,1.04,Erin,Fitzsimmons,D,Wesleyan,22,0,2,2,0.8,0.6,,,,0,,0,,0,,,27,0,2,2,0.8,399,44,55,3.8,1.7,-1.8,-0.9
2007,NCAA-III,0.3,1.13,Erin,Fitzsimmons,D,Wesleyan,21,0,1,1,0.4,0.3,10,,,0,,0,,0,,,27,0,1,1,0.5,395,35,42,2.8,1.3,-1.8,-0.9
2008,NCAA-III,0.3,1.16,Erin,Fitzsimmons,D,Wesleyan,24,0,1,1,0.3,0.3,24,,,0,,0,,0,,,27,0,1,1,0.4,412,24,35,2.4,1,-1.4,-0.6
2009,NCAA-III,0.3,1.16,Erin,Fitzsimmons,D,Wesleyan,23,0,0,0,0,0,14,,,0,,0,,0,,,27,0,0,0,0,392,23,25,2,1,-2,-1
2016,NCAA-III,0.3,1.22,Sarah,Fjeran,F/D,Wisconsin Superior,4,0,1,1,0.4,0.3,0,,,0,,0,,0,,,27,0,1,1,0.5,446,61,79,1.5,0.7,-0.5,-0.3
2008,NCAA-III,0.3,1.16,Kelly,Fladebo,F,St Benedict,19,0,1,1,0.3,0.3,0,,,0,,0,,0,,,27,0,1,1,0.4,358,41,59,6.7,2.8,-5.7,-2.4
2009,NCAA-III,0.3,1.16,Kelly,Fladebo,F,St Benedict,25,1,2,3,1.2,0.9,4,,,0,,0,,0,,,27,1,2,3,1.4,447,38,51,6.1,2.6,-3.1,-1.4
2010,NCAA-III,0.3,1.24,Kelly,Fladebo,F,St Benedict,23,5,0,5,2.5,1.5,8,,,2,,0,,0,,,27,6,0,6,3.1,411,36,45,5.4,2.2,-0.4,0.3
2011,NCAA-III,0.3,1.21,Kelly,Fladebo,F,St Benedict,10,1,2,3,1.3,0.9,0,,,1,,0,,0,,,27,1,2,4,1.5,398,49,64,3.4,1.5,-0.4,-0.2
2004,NCAA-III,0.3,1.03,Cassie,Flagg,F,Hamline,23,0,2,2,1.1,0.6,,,,0,,0,,0,,,27,0,2,2,1.1,350,33,30,5.1,2.8,-3.1,-1.7
2015,NCAA-III,0.3,1.26,Katherine,Flaherty,F,Wesleyan,22,0,2,2,0.9,0.6,2,,,0,,0,,0,,,27,0,3,3,1.1,402,39,43,5.6,2.7,-3.6,-1.8
2016,NCAA-III,0.3,1.22,Katherine,Flaherty,F,Wesleyan,6,0,0,0,0,0,0,,,0,,0,,0,,,27,0,0,0,0,432,41,48,1.5,0.7,-1.5,-0.7
2008,NCAA-III,0.3,1.16,Katie,Flanagan,F,Wisconsin River falls,30,7,6,13,5.9,3.9,30,,,0,,0,,0,,,27,8,7,15,6.9,485,116,144,19.5,8.6,-6.5,-2.7
2009,NCAA-III,0.3,1.16,Katie,Flanagan,F,Wisconsin River falls,29,11,8,19,8.8,5.7,22,,,2,,1,,0,,,27,13,9,22,10.2,502,105,129,15.8,6.9,3.2,1.8
2010,NCAA-III,0.3,1.24,Katie,Flanagan,F,Wisconsin River falls,30,16,14,30,13.4,9,16,,,2,,1,,0,,,27,20,17,37,16.5,540,135,176,19.8,8.4,10.2,5
2011,NCAA-III,0.3,1.21,Katie,Flanagan,F,Wisconsin River falls,29,14,13,27,12.2,8.1,26,,,5,,1,,0,,,27,17,16,33,14.7,536,126,159,17.7,7.7,9.3,4.5
2003,NCAA-III,0.3,1.04,Melissa,Flanagan,F,Holy Cross,20,3,2,5,2.3,1.5,,,,0,,0,,0,,,27,3,2,5,2.4,345,81,97,12.8,5.8,-7.8,-3.4
2004,NCAA-III,0.3,1.03,Melissa,Flanagan,F,Holy Cross,25,3,1,4,1.8,1.2,,,,1,,0,,0,,,27,3,1,4,1.9,480,81,121,13.1,5.1,-9.1,-3.3
2005,NCAA-III,0.3,1.01,Melissa,Flanagan,F,Holy Cross,24,3,1,4,1.8,1.2,,,,0,,0,,0,,,27,3,1,4,1.9,362,73,106,14.9,6,-10.9,-4.1
2001,NCAA-III,0.3,0.92,Jessica,Flannigan,F,Hamline,25,6,7,13,7,3.9,,,,0,,0,,0,,,27,6,6,12,6.4,292,40,35,7,3.8,6,3.2
2010,NCAA-III,0.3,1.24,Brenna,Flatley,D,St Scholastica,24,4,1,5,2.4,1.5,20,,,3,,0,,0,,,27,5,1,6,3,444,48,58,3.8,1.7,1.2,0.7
2011,NCAA-III,0.3,1.21,Brenna,Flatley,D,St Scholastica,25,0,9,9,3.1,2.7,24,,,0,,0,,0,,,27,0,11,11,3.8,447,82,119,7.6,3.2,1.4,-0.1
2012,NCAA-III,0.3,1.23,Brenna,Flatley,D,St Scholastica,26,3,9,12,4.4,3.6,8,,,1,,0,,0,,,27,4,11,15,5.4,491,97,150,8.8,3.5,3.2,0.9
2009,NCAA-III,0.3,1.16,Shannon,Flattery,F,Plattsburgh,18,2,1,3,1.3,0.9,4,,,0,,0,,0,,,27,2,1,3,1.6,504,129,193,14.2,5.6,-11.2,-4.3
2010,NCAA-III,0.3,1.24,Shannon,Flattery,F,Plattsburgh,12,2,0,2,1,0.6,0,,,0,,0,,0,,,27,2,0,2,1.2,486,103,155,7.8,3.1,-5.8,-2.1
2008,NCAA-III,0.3,1.16,Julia,Fleming,F,Cortland,24,2,1,3,1.3,0.9,4,,,0,,0,,0,,,27,2,1,3,1.5,417,25,38,4.4,1.7,-1.4,-0.4
2009,NCAA-III,0.3,1.16,Julia,Fleming,F,Cortland,18,2,9,11,4.2,3.3,33,,,0,,0,,0,,,27,2,10,13,4.8,431,42,60,4.8,2.1,6.2,2.1
2010,NCAA-III,0.3,1.24,Julia,Fleming,F,Cortland,21,2,1,3,1.3,0.9,8,,,2,,0,,0,,,27,2,1,4,1.6,432,34,52,5.1,2,-2.1,-0.6
2010,NCAA-III,0.3,1.24,Margot,Fleming,F,St Olaf,25,9,5,14,6.4,4.2,6,,,3,,1,,1,,,27,11,6,17,7.9,448,72,97,11,4.5,3,1.9
2011,NCAA-III,0.3,1.21,Margot,Fleming,F,St Olaf,25,6,7,13,5.5,3.9,6,,,0,,0,,0,,,27,7,8,16,6.7,455,64,89,9.8,4,3.2,1.5
2012,NCAA-III,0.3,1.23,Margot,Fleming,F,St Olaf,25,17,12,29,13.5,8.7,4,,,1,,1,,3,,,27,21,15,36,16.7,443,69,82,8.8,3.7,20.2,9.8
2013,NCAA-III,0.3,1.25,Margot,Fleming,F,St Olaf,25,12,4,16,7.4,4.8,14,,,5,,1,,0,,,27,15,5,20,9.2,450,42,62,6.2,2.1,9.8,5.2
2011,NCAA-III,0.3,1.21,Rebecca,Fleming,F,Holy Cross,25,7,9,16,6.9,4.8,12,,,2,,0,,0,,,27,8,11,19,8.3,452,100,134,15.3,6.5,0.7,0.3
2012,NCAA-III,0.3,1.23,Rebecca,Fleming,F,Holy Cross,27,13,13,26,10.8,7.8,11,,,3,,0,,0,,,27,16,16,32,13.3,486,73,110,11.1,4.2,14.9,6.6
2016,NCAA-III,0.3,1.22,Amanda,Flemming,F,Concordia Mn,26,10,2,12,5.9,3.6,20,,,3,,0,,0,,,27,12,2,15,7.2,467,76,85,10.5,4.7,1.5,1.2
2010,NCAA-III,0.3,1.24,Mary Grace,Flesher,F,St Thomas,23,3,1,4,1.9,1.2,2,,,0,,0,,0,,,27,4,1,5,2.3,468,57,75,7.9,3.3,-3.9,-1.5
2011,NCAA-III,0.3,1.21,Mary Grace,Flesher,F,St Thomas,20,1,4,5,1.9,1.5,2,,,0,,0,,0,,,27,1,5,6,2.3,467,73,104,9.2,3.9,-4.2,-2
2012,NCAA-III,0.3,1.23,Mary Grace,Flesher,F,St Thomas,20,2,9,11,4,3.3,4,,,2,,0,,0,,,27,2,11,14,4.9,432,66,100,9,3.7,2,0.2
2013,NCAA-III,0.3,1.25,Mary Grace,Flesher,F,St Thomas,29,1,16,17,5.9,5.1,0,,,0,,0,,0,,,27,1,20,21,7.4,540,80,119,12.4,5.4,4.6,0.5
2013,NCAA-III,0.3,1.25,Josie,Fletcher,F,Cortland,19,0,1,1,0.4,0.3,10,,,0,,0,,0,,,27,0,1,1,0.5,448,27,37,3.3,1.4,-2.3,-1.1
2014,NCAA-III,0.3,1.24,Josie,Fletcher,F,Cortland,26,2,2,4,1.9,1.2,6,,,0,,0,,0,,,27,2,2,5,2.4,468,47,52,6.7,3.2,-2.7,-1.3
2015,NCAA-III,0.3,1.26,Josie,Fletcher,F,Cortland,25,1,2,3,1.3,0.9,18,,,0,,0,,0,,,27,1,3,4,1.6,449,53,66,8.2,3.7,-5.2,-2.4
2016,NCAA-III,0.3,1.22,Josie,Fletcher,F,Cortland,17,2,2,4,1.8,1.2,10,,,1,,0,,0,,,27,2,2,5,2.2,450,37,48,3.8,1.6,0.2,0.1
2002,NCAA-III,0.3,1,Niki,Fletcher,F,Utica,21,2,4,6,2.5,1.8,,,,0,,0,,0,,,27,2,4,6,2.5,420,73,95,10.2,4.5,-4.2,-1.9
2004,NCAA-III,0.3,1.03,Niki,Fletcher,F,Utica,22,1,2,3,1.2,0.9,,,,0,,0,,0,,,27,1,2,3,1.2,446,81,117,12.1,5,-9.1,-3.8
2005,NCAA-III,0.3,1.01,Niki,Fletcher,F,Utica,20,0,4,4,1.4,1.2,,,,0,,0,,0,,,27,0,4,4,1.5,486,107,148,12.9,5.5,-8.9,-4.1
2004,NCAA-III,0.3,1.03,Erin,Fleury,F,Cortland,20,5,9,14,5.4,4.2,,,,1,,0,,0,,,27,5,9,14,5.5,345,70,110,12.3,4.8,1.7,0.6
2005,NCAA-III,0.3,1.01,Erin,Fleury,F,Cortland,23,5,6,11,4.6,3.3,,,,1,,0,,0,,,27,5,6,11,4.6,389,61,87,10.3,4.2,0.7,0.4
2006,NCAA-III,0.3,1.04,Erin,Fleury,F,Cortland,25,13,6,19,8.7,5.7,,,,5,,1,,0,,,27,14,6,20,9.1,393,55,75,9,3.4,10,5.3
2007,NCAA-III,0.3,1.13,Erin,Fleury,F,Cortland,25,4,6,10,4.2,3,20,,,1,,2,,0,,,27,5,7,11,4.8,377,42,57,7.6,3.2,2.4,1
